name;age;sex;marital-status;occupation;coord
Cassandra Davis;23;Female;Never-married;Prof-specialty;50.94700::5.30860
Stephanie Welch;31;Female;Never-married;Adm-clerical;50.41392::4.17800
Julian Roberts;30;Male;Married-civ-spouse;Prof-specialty;50.39095::6.01961
Matthew Roberts;21;Male;Never-married;Handlers-cleaners;50.86434::4.38969
Joshua Lewis;24;Male;Never-married;Handlers-cleaners;51.36601::4.99173
Chad Moore;39;Male;Married-civ-spouse;Craft-repair;50.82773::4.39911
Bradley Sutton;30;Male;Never-married;Prof-specialty;50.86179::4.37075
Kyle Wood;36;Male;Married-civ-spouse;Adm-clerical;50.67933::3.29384
David Weber;61;Male;Divorced;Prof-specialty;50.41524::4.17847
Shane Jones;23;Male;Never-married;Sales;51.11216::3.92365
Joshua Green;34;Male;Married-civ-spouse;Sales;50.88547::4.33826
Amanda Rivera;53;Female;Divorced;Handlers-cleaners;51.16685::4.44562
Ryan Schmidt;23;Male;Never-married;Handlers-cleaners;50.58660::3.36642
Susan Garcia;51;Female;Divorced;Sales;50.76699::5.03504
Robert Jimenez;29;Male;Never-married;Craft-repair;51.05797::3.71855
Nicholas Carson;22;Male;Never-married;Craft-repair;50.83426::3.28479
Nicholas Allen;19;Male;Married-spouse-absent;Adm-clerical;50.85487::4.32946
Isabel Jordan;55;Female;Never-married;Exec-managerial;51.10997::2.62326
Candace Singh;48;Female;Widowed;Sales;51.14951::4.47567
Wesley Strickland;47;Male;Married-civ-spouse;Tech-support;51.20969::4.03308
Mrs. Jeanette Wright;32;Female;Never-married;Other-service;50.43458::3.82879
Bradley Moreno;27;Male;Never-married;Farming-fishing;50.97048::5.68816
Jason Garza;41;Male;Married-civ-spouse;Craft-repair;51.18593::4.38714
Edward Curtis;25;Male;Never-married;Exec-managerial;51.05149::3.69508
Paul Alvarado;27;Male;Never-married;Farming-fishing;50.89019::5.18082
Sarah Wright;31;Female;Married-civ-spouse;Exec-managerial;51.31847::3.13904
Aaron Peterson;28;Male;Never-married;Prof-specialty;50.63284::5.49967
Bryan Hill;23;Male;Separated;Machine-op-inspct;50.79015::4.55388
Megan Brown;31;Female;Divorced;Adm-clerical;49.79671::5.07330
David Brown;21;Male;Never-married;Other-service;50.75223::3.91930
Randall Thomas;26;Male;Never-married;Other-service;50.77094::4.50038
Sharon Chavez;45;Female;Divorced;Adm-clerical;50.39290::5.92736
Jesse Bryant;30;Male;Divorced;Craft-repair;51.00608::5.21941
Alejandra Odonnell;45;Female;Never-married;Sales;50.63612::5.50923
Bryan Pacheco;27;Male;Never-married;Craft-repair;50.91265::4.68711
Juan Rhodes;29;Male;Separated;Transport-moving;50.92750::3.41181
Jacob Zimmerman;31;Male;Never-married;Other-service;50.69547::4.19418
Christopher Romero;60;Male;Married-civ-spouse;Other-service;50.88703::4.69226
Deborah Lucas;26;Female;Divorced;Adm-clerical;50.80806::5.15369
Kathryn Peterson;31;Female;Never-married;Prof-specialty;51.18818::4.37668
Lisa Burns;39;Female;Never-married;Other-service;50.95592::5.19432
Norman Williams;52;Male;Married-civ-spouse;Other-service;50.98925::3.44971
Jerry Franklin;50;Male;Married-civ-spouse;Transport-moving;50.87934::4.32046
William Peters;61;Male;Married-civ-spouse;Craft-repair;50.65845::5.62541
Melissa Mitchell;37;Female;Divorced;Adm-clerical;50.82985::3.26345
Gary Weber;20;Male;Never-married;Handlers-cleaners;50.72985::3.22488
Adrian Martin;42;Male;Divorced;Craft-repair;50.81918::2.75954
Robert Allen;63;Male;Married-civ-spouse;Adm-clerical;51.12262::2.63888
Jacob Barr;38;Male;Never-married;Prof-specialty;50.10520::5.48752
Paul James;54;Male;Married-civ-spouse;Farming-fishing;51.22211::4.52354
Christine Austin;35;Female;Never-married;Machine-op-inspct;51.24379::3.24527
Joshua Bailey;20;Male;Never-married;Other-service;50.81971::4.37590
Douglas Ruiz;58;Male;Separated;Sales;50.99401::5.51942
Christopher Lopez;38;Male;Married-civ-spouse;Prof-specialty;51.05429::3.76670
Sean Rangel;27;Male;Never-married;Exec-managerial;50.63403::5.59222
Joshua Weber;53;Male;Married-civ-spouse;Exec-managerial;51.13187::3.94660
Timothy Russell;31;Male;Married-civ-spouse;Prof-specialty;50.74242::4.36137
Julie Ho;32;Female;Never-married;Exec-managerial;51.30667::4.74207
John Garcia;53;Male;Married-civ-spouse;Tech-support;51.12785::4.19889
Eric Diaz;36;Male;Divorced;Craft-repair;51.14367::4.34446
Derrick Lopez;25;Male;Married-civ-spouse;Prof-specialty;51.18071::4.38116
Nicholas Hebert;30;Male;Married-civ-spouse;Exec-managerial;51.21987::2.90836
James Burke;57;Male;Married-civ-spouse;Sales;51.32986::5.09228
Justin Baker;40;Male;Married-civ-spouse;Exec-managerial;51.31298::3.11725
Emily Esparza;42;Female;Separated;Prof-specialty;51.19394::4.32087
John Cook;55;Male;Separated;Sales;51.19795::4.45596
Bryan Martinez;26;Male;Never-married;Craft-repair;50.89341::4.36679
Joseph Smith;43;Male;Divorced;Prof-specialty;50.46870::4.90920
Kimberly Alvarez;58;Female;Married-civ-spouse;Craft-repair;50.82676::3.27365
Amber Ortiz;30;Female;Never-married;Sales;51.19853::4.44867
Raymond Riley;24;Male;Divorced;Handlers-cleaners;50.56725::5.80325
Marcus Walters;60;Male;Married-civ-spouse;Transport-moving;51.21157::4.08186
Tiffany Gonzales;39;Female;Divorced;Other-service;50.91189::3.60365
Eric Jones;40;Male;Married-civ-spouse;Transport-moving;50.83753::4.43316
Joseph Harrison;63;Male;Married-civ-spouse;Other-service;50.65742::5.59961
Mariah Simpson;38;Female;Divorced;Adm-clerical;50.39567::4.46521
Christopher Golden;50;Male;Married-civ-spouse;Sales;50.86462::4.85776
Elizabeth West;31;Female;Divorced;Adm-clerical;50.40083::4.42495
Tyler Carter;23;Male;Married-civ-spouse;Craft-repair;51.04385::3.95452
Jacqueline Nichols;36;Female;Divorced;Craft-repair;50.95122::3.59221
Shawn Martin;48;Male;Married-civ-spouse;Other-service;51.04417::3.22599
Rebecca Adams;25;Female;Never-married;Sales;51.06338::3.77465
Jason Johnson;43;Male;Married-spouse-absent;Craft-repair;50.85963::4.49837
Mr. Benjamin Yang;36;Male;Married-civ-spouse;Prof-specialty;50.99186::5.15692
Debbie Garcia;45;Female;Divorced;Prof-specialty;50.76647::5.03865
Janet Cabrera;75;Female;Never-married;Adm-clerical;50.93900::5.59153
Larry Strong;29;Male;Married-civ-spouse;Adm-clerical;51.09521::3.91554
Mark Bates;27;Male;Never-married;Handlers-cleaners;50.82653::4.28589
Hector Greene;17;Male;Never-married;Sales;51.22504::2.90792
Jordan Diaz;46;Male;Married-civ-spouse;Craft-repair;50.86570::4.29008
Dalton Sellers;58;Male;Married-civ-spouse;Craft-repair;50.54918::4.85798
David Moore;34;Male;Never-married;Prof-specialty;50.85964::4.30462
Travis Hughes;41;Male;Divorced;Craft-repair;50.92209::3.97915
Anthony Spencer;19;Male;Never-married;Exec-managerial;50.82276::5.18137
Ricky Moore;47;Male;Married-civ-spouse;Sales;50.47627::4.84433
Bridget Johnson;46;Female;Divorced;Tech-support;51.31501::5.03154
Mr. Jared Stevens Jr.;42;Male;Married-civ-spouse;Farming-fishing;50.97255::3.95566
Wesley Thompson;51;Male;Separated;Handlers-cleaners;51.18711::2.81642
Wendy Garcia;21;Female;Never-married;Other-service;50.88788::4.06817
Beverly Carter;50;Female;Married-civ-spouse;Sales;51.06170::4.31207
Mark Johnson;49;Male;Married-civ-spouse;Sales;50.95210::3.28392
Marc Alvarez;21;Male;Never-married;Handlers-cleaners;50.69351::5.40845
Nicholas Brown;52;Male;Married-civ-spouse;Other-service;50.54391::5.52466
Rachel Fisher;32;Female;Never-married;Machine-op-inspct;50.82928::4.37125
Corey Brown;66;Male;Married-civ-spouse;Farming-fishing;51.01483::4.11539
Veronica Johnson;36;Female;Married-civ-spouse;Tech-support;51.17281::4.97045
Gary Ali;40;Male;Married-civ-spouse;Sales;50.85522::3.03266
Dana Woods;30;Female;Divorced;Adm-clerical;51.11802::3.55963
Jonathan Bowers;20;Male;Never-married;Other-service;51.20044::3.20084
Michael Grant;22;Male;Never-married;Handlers-cleaners;50.44999::3.95226
Lucas Abbott;48;Male;Married-civ-spouse;Prof-specialty;50.94568::4.01627
Heather Sanchez;22;Female;Never-married;Adm-clerical;50.77047::3.85380
Austin Smith;51;Male;Divorced;Craft-repair;50.97318::4.28131
Justin Schwartz;36;Male;Married-civ-spouse;Craft-repair;50.62320::5.58181
Robert Day;19;Male;Never-married;Adm-clerical;51.14170::5.59699
Dennis Smith;22;Male;Never-married;Transport-moving;50.92035::3.08314
Kevin Jones;47;Male;Married-civ-spouse;Other-service;51.05448::4.62904
Jason Bates;34;Male;Married-civ-spouse;Machine-op-inspct;50.57315::5.68695
Kendra Bowers;34;Female;Never-married;Other-service;51.12384::3.07866
John Johnson;24;Male;Never-married;Transport-moving;50.74538::4.49768
Christopher Donaldson;62;Male;Married-civ-spouse;Exec-managerial;50.83222::3.55119
Brian Bailey;25;Male;Married-civ-spouse;Other-service;51.02971::4.09524
Mark Lewis;45;Male;Married-civ-spouse;Craft-repair;50.92134::5.25022
Jesse Martin;42;Male;Married-civ-spouse;Machine-op-inspct;51.21268::2.88383
David Fox;71;Male;Widowed;Farming-fishing;50.82585::4.34134
Matthew Shelton;39;Male;Married-civ-spouse;Exec-managerial;50.71475::5.03601
Julie Ray;45;Female;Married-civ-spouse;Other-service;51.16518::4.14064
Russell Lawson;36;Male;Married-civ-spouse;Exec-managerial;50.86569::4.40752
Tyler Porter;35;Male;Married-civ-spouse;Prof-specialty;50.48927::3.76525
Logan Beard;39;Male;Divorced;Craft-repair;51.21318::4.39749
Jessica Ortiz;60;Female;Divorced;Other-service;50.70292::4.54230
Corey Cameron;32;Male;Married-civ-spouse;Craft-repair;50.83657::2.99108
Ian Chase;38;Male;Married-civ-spouse;Machine-op-inspct;50.62941::5.63193
Caitlin White;27;Female;Never-married;Adm-clerical;51.06095::4.83644
Adam Peterson;46;Male;Divorced;Craft-repair;51.10887::4.78756
Grant Davis;53;Male;Married-civ-spouse;Handlers-cleaners;50.44249::3.84069
Chad Lewis;38;Male;Married-civ-spouse;Sales;51.05567::5.61061
Brian Hayes;40;Male;Married-civ-spouse;Exec-managerial;51.31428::3.12057
Jennifer Farley;25;Female;Never-married;Prof-specialty;50.71183::3.28012
Scott Rosales;27;Male;Married-civ-spouse;Craft-repair;50.44865::3.88291
James Ross;71;Male;Divorced;Machine-op-inspct;50.66979::4.58328
Jennifer Grimes;28;Female;Never-married;Prof-specialty;51.30076::3.08318
Christopher Myers;58;Male;Married-civ-spouse;Craft-repair;49.56331::5.52542
David Lopez;57;Male;Married-civ-spouse;Transport-moving;51.18026::4.43438
Andre Payne;35;Male;Separated;Machine-op-inspct;50.19523::5.31186
James Skinner;35;Male;Married-civ-spouse;Exec-managerial;50.53620::4.74856
Charles Coleman;55;Male;Married-civ-spouse;Prof-specialty;51.02083::4.48120
Michael Shelton;56;Male;Married-civ-spouse;Exec-managerial;51.01088::2.98331
Kevin Ross;44;Male;Married-spouse-absent;Craft-repair;50.79423::3.18974
Jenna Owens;23;Female;Never-married;Other-service;51.32309::4.92359
Laura Wiggins;41;Female;Never-married;Adm-clerical;51.21557::3.22314
Bob Smith;51;Male;Widowed;Craft-repair;50.82897::4.40964
Tina Johnson;46;Female;Separated;Prof-specialty;51.06488::3.73412
Edwin Mcfarland;45;Male;Divorced;Adm-clerical;50.74941::3.58859
John Cruz;35;Male;Never-married;Other-service;51.21220::3.24309
Mr. Randall Brown MD;53;Male;Married-civ-spouse;Prof-specialty;50.86587::4.30250
Raymond Gross;33;Male;Married-civ-spouse;Handlers-cleaners;51.02753::3.14849
Mary Cook;49;Female;Widowed;Adm-clerical;50.83138::4.35122
Antonio Jones;37;Male;Married-civ-spouse;Prof-specialty;51.02080::3.64385
Ashley Barton;37;Female;Divorced;Machine-op-inspct;50.93484::3.77350
Kevin Johnson;57;Male;Married-civ-spouse;Farming-fishing;51.02821::3.75441
Bobby Martinez;24;Male;Married-civ-spouse;Handlers-cleaners;50.44609::4.48303
Nicholas Hendricks;32;Male;Married-civ-spouse;Craft-repair;50.70588::5.85662
Mr. Michael Davis;28;Male;Never-married;Machine-op-inspct;50.45727::4.09300
Ricardo Pena;33;Male;Married-civ-spouse;Sales;51.00960::4.06274
Caroline Vaughan;27;Female;Married-civ-spouse;Prof-specialty;51.16231::4.49598
Keith Anderson;32;Male;Separated;Prof-specialty;50.83780::2.65882
Kenneth Flores;33;Male;Married-civ-spouse;Transport-moving;51.03575::4.68837
Mary Shields;51;Female;Divorced;Other-service;50.96538::3.97541
Carl Jackson;46;Male;Married-civ-spouse;Protective-serv;49.89707::4.97011
Sean James;65;Male;Married-civ-spouse;Exec-managerial;50.94764::5.11261
Kenneth Dorsey;67;Male;Never-married;Prof-specialty;50.85068::3.30222
Lorraine Ashley;60;Female;Divorced;Exec-managerial;50.84002::4.40234
Phillip Smith;30;Male;Never-married;Craft-repair;49.68997::5.81345
Danny Keller;53;Male;Married-civ-spouse;Craft-repair;51.22390::2.90357
Lauren Aguilar;34;Female;Never-married;Exec-managerial;50.66921::4.37279
William Sanchez;26;Male;Never-married;Sales;50.83846::4.41503
Michael Lee;39;Male;Married-civ-spouse;Craft-repair;50.45166::4.76855
James Holloway;46;Male;Married-civ-spouse;Exec-managerial;51.20099::4.39756
Thomas Willis;22;Male;Married-civ-spouse;Craft-repair;51.00735::3.71884
Jordan Lane;25;Male;Never-married;Machine-op-inspct;51.15875::4.98948
Christopher Pena;53;Male;Married-civ-spouse;Prof-specialty;50.71397::4.35127
Richard Lee;35;Male;Married-civ-spouse;Prof-specialty;50.37311::4.49448
Randy Mcgee;56;Male;Married-civ-spouse;Other-service;51.17194::3.86361
Javier Jackson;47;Male;Married-civ-spouse;Exec-managerial;50.78175::3.05785
Anthony Foster;47;Male;Separated;Machine-op-inspct;50.70655::4.99168
Ronald Pearson;46;Male;Married-civ-spouse;Prof-specialty;50.69831::5.20863
Brandon Pierce;34;Male;Married-civ-spouse;Prof-specialty;51.11581::3.70572
James Cowan;45;Male;Married-civ-spouse;Sales;51.15774::4.46849
Hayden Butler;22;Male;Never-married;Exec-managerial;50.85639::4.34545
Ryan Martin;23;Male;Never-married;Handlers-cleaners;50.42675::4.46953
Gabriel Hogan;33;Male;Married-civ-spouse;Adm-clerical;51.25421::4.50221
Steven Bolton;45;Male;Never-married;Machine-op-inspct;50.92483::4.53113
Diana Rivera;26;Female;Never-married;Other-service;49.75886::5.76570
Tiffany Cox;20;Female;Never-married;Sales;51.17823::4.42634
Kimberly Berry;32;Female;Married-AF-spouse;Exec-managerial;49.86824::4.88019
Cindy Castaneda;35;Female;Never-married;Other-service;51.10024::4.40643
Susan Lyons;27;Female;Divorced;Craft-repair;50.72934::4.92327
Heather Baldwin;73;Female;Widowed;Machine-op-inspct;50.39865::3.79030
Gregory Snow;61;Male;Married-civ-spouse;Prof-specialty;50.86162::4.41057
David Russell;52;Male;Married-civ-spouse;Craft-repair;50.88402::3.51149
Phillip Ramirez;34;Male;Never-married;Transport-moving;50.62499::5.58751
Daniel Morris;35;Male;Married-civ-spouse;Sales;50.64549::5.57101
Keith James;27;Male;Married-civ-spouse;Protective-serv;50.97170::3.04236
Lawrence Smith;51;Male;Married-civ-spouse;Sales;50.89144::4.54222
Jacob Anderson;47;Male;Married-civ-spouse;Exec-managerial;50.51383::3.60374
Michael Murray;58;Male;Married-civ-spouse;Sales;50.44440::3.82091
Helen Smith;31;Female;Never-married;Other-service;51.19262::3.23388
Jeremy Watkins;39;Male;Married-civ-spouse;Exec-managerial;50.82844::4.39128
Jamie Smith;18;Male;Never-married;Adm-clerical;50.85690::4.30689
James Martin;27;Male;Never-married;Machine-op-inspct;51.22615::4.27544
Michael Brown;21;Male;Never-married;Other-service;50.84404::4.22034
Brandon White;45;Male;Married-civ-spouse;Craft-repair;51.21581::2.87921
Henry Scott;26;Male;Married-civ-spouse;Transport-moving;50.87629::3.34209
Shirley Washington;18;Female;Never-married;Other-service;50.83614::5.39873
Andrew Watts;27;Male;Never-married;Craft-repair;51.05117::3.71863
Jason Sanders;53;Male;Married-civ-spouse;Sales;51.04160::3.38770
Jason Woods;47;Male;Married-civ-spouse;Sales;50.58425::5.86529
James Lopez;21;Male;Never-married;Adm-clerical;51.18510::4.42443
Brandy Carrillo;32;Female;Divorced;Adm-clerical;51.10822::5.19697
Margaret Klein;44;Female;Divorced;Machine-op-inspct;50.82469::4.32877
John Boone;62;Male;Married-civ-spouse;Exec-managerial;51.02996::3.80860
Charles Day;34;Male;Divorced;Machine-op-inspct;51.00388::4.83922
Ryan Zimmerman;64;Male;Divorced;Prof-specialty;50.82894::4.45651
Samantha Fletcher;36;Female;Divorced;Adm-clerical;50.93920::4.07196
Christopher Espinoza;53;Male;Married-civ-spouse;Adm-clerical;50.71614::6.01216
Daniel Gibbs;61;Male;Widowed;Craft-repair;51.19206::3.79579
Christian Ellis;25;Male;Married-civ-spouse;Transport-moving;50.66395::6.11163
Andrew Zhang;41;Male;Never-married;Craft-repair;50.16729::4.88493
Kelsey Pugh;28;Female;Divorced;Other-service;51.22342::3.20906
Michelle West;22;Female;Never-married;Other-service;50.42975::4.55183
David Mcintosh;34;Male;Married-civ-spouse;Protective-serv;51.16921::5.17338
Todd Hutchinson;21;Male;Never-married;Sales;50.83314::3.20668
Jacob Stephens;52;Male;Never-married;Machine-op-inspct;50.82859::4.33805
Thomas Wilson;53;Male;Married-civ-spouse;Craft-repair;50.84155::5.48321
Adam Rogers;90;Male;Never-married;Exec-managerial;50.59496::5.39524
Gabrielle Jones;24;Female;Never-married;Exec-managerial;51.02605::4.10206
Brian Crawford;51;Male;Married-civ-spouse;Exec-managerial;50.83356::5.02728
Mary Rice;30;Female;Never-married;Prof-specialty;51.23337::4.46007
Dorothy Williams;47;Female;Divorced;Machine-op-inspct;50.84211::4.33797
Christopher Cox;90;Male;Married-civ-spouse;Prof-specialty;50.67156::5.65678
James Lyons;44;Male;Married-civ-spouse;Craft-repair;50.83684::4.27657
Carlos Harris;43;Male;Married-civ-spouse;Craft-repair;50.98792::5.74166
Robert Sanders;18;Male;Never-married;Craft-repair;50.94576::4.72914
Patrick Middleton;60;Male;Married-civ-spouse;Exec-managerial;50.63676::5.54825
Mark Martin;33;Male;Married-civ-spouse;Prof-specialty;50.94939::3.11246
Samuel Matthews;48;Male;Married-civ-spouse;Craft-repair;51.01181::3.91881
Mr. Christopher Benson;50;Male;Married-civ-spouse;Exec-managerial;50.62162::5.58895
Joshua Howard;37;Male;Married-civ-spouse;Exec-managerial;50.87040::5.22652
April Wright;21;Female;Never-married;Sales;49.64559::5.89055
Benjamin Owens;46;Male;Married-civ-spouse;Other-service;50.92934::5.34490
Jacqueline Mata;39;Female;Never-married;Other-service;50.70900::6.03277
Danny Smith;26;Male;Never-married;Handlers-cleaners;50.80393::4.41625
Dennis Miller;24;Male;Never-married;Exec-managerial;50.83078::4.29816
Steven Grant;35;Male;Divorced;Farming-fishing;51.21561::4.43288
Connor Perez;48;Male;Separated;Other-service;50.94240::4.03153
Kyle Harmon;41;Male;Married-civ-spouse;Machine-op-inspct;50.98961::5.36468
Kevin Hicks;61;Male;Married-civ-spouse;Craft-repair;50.37930::4.46704
Travis Mcbride;33;Male;Married-civ-spouse;Craft-repair;51.16187::3.01447
Brian Howell;25;Male;Never-married;Other-service;51.18857::5.10772
Samuel Coffey;23;Male;Never-married;Machine-op-inspct;50.54965::4.69769
Lindsey Dunlap;40;Female;Never-married;Machine-op-inspct;50.81248::4.22605
Chad Campbell;38;Male;Married-civ-spouse;Other-service;50.97294::4.00585
Amy Mitchell;32;Female;Never-married;Other-service;50.44818::4.41603
Adrian Baker;55;Male;Married-civ-spouse;Other-service;50.36318::5.86590
